dataset,id,s10_n100_raw_selected_index,s10_n100_raw_selected_rmsd,s10_n100_raw_oracle_rmsd,s10_n100_refined_selected_index,s10_n100_refined_selected_rmsd,s10_n100_refined_oracle_rmsd,s25_n40_raw_selected_index,s25_n40_raw_selected_rmsd,s25_n40_raw_oracle_rmsd,s25_n40_refined_selected_index,s25_n40_refined_selected_rmsd,s25_n40_refined_oracle_rmsd
posebusters,7elt_tym,65,0.8070412141997968,0.8070412141997968,65,0.7635554172540572,0.7635554172540572,27,1.1173189715816736,1.0359556594922463,29,0.9838832010247364,0.8778774465238831
posebusters,7epv_fda,78,3.7323405695387613,1.3888964693621975,54,1.6243064704993402,1.150849952401735,4,1.535159502645882,1.5051932152473881,0,1.7353227549475894,1.2391126561840784
posebusters,7es1_udp,37,0.7750247954601199,0.7083834080225044,37,0.8375285867585733,0.7578759753108348,37,0.7797939846033235,0.7019092411758177,37,0.8311251705603706,0.7463626655085406
posebusters,7f51_ba7,84,1.5377448192549412,1.5377448192549412,68,1.8875029128294494,1.504458732084537,31,2.3087951938065645,1.7208667652801075,15,1.651607410316085,1.5131855049750482
posebusters,7f5d_euo,15,0.7369578312030988,0.7369578312030988,9,0.9070693837175652,0.7136315676068243,15,0.5694972633388239,0.5694972633388239,15,0.5138283842783068,0.5138283842783068
posebusters,7f8t_fad,79,5.394406877485932,2.8811595811324855,79,5.257763823874399,2.5161184098957814,7,3.044305366573728,3.044305366573728,7,3.1575697541499057,3.1575697541499057
posebusters,7fb7_8nf,82,0.26195043509225757,0.1792867323660454,87,0.33392855976574515,0.31216773876040066,29,0.26139331534375315,0.26139331534375315,1,0.33477470064207904,0.33477470064207904
posebusters,7fha_adx,15,0.9089946459807079,0.9089946459807079,70,1.015216346863711,0.9842677411921208,15,0.9055230813122506,0.9055230813122506,15,0.9395636984742216,0.9395636984742216
posebusters,7frx_o88,38,10.125854978357788,2.207555650778225,70,10.202606192915656,1.9410472175455067,38,10.330627214389422,1.3940847599404083,38,10.257668190922661,1.241091166342857
posebusters,7ft9_4mb,37,5.628236449403189,1.0525642993326518,98,1.618920307419223,0.9442543315710892,37,5.6253884260757925,0.8057869240366226,33,0.8052778296916757,0.8052778296916757
posebusters,7jg0_gar,23,1.7907393712002533,1.0558307317118791,68,1.770369783009949,1.0290865793518553,23,1.8850008120371005,1.0947394076060235,26,1.6634037871140375,1.030266793581719
posebusters,7jhq_vaj,51,0.7854286943797466,0.3950677267550359,31,0.7075465422296612,0.45013043658379925,31,0.6510835143468037,0.5030255185151222,31,0.6375467363414906,0.5489881466791857
posebusters,7jmv_4nc,86,0.1668535701114906,0.1668535701114906,42,0.4328279071793513,0.33912554344890483,29,0.6442527566522472,0.2693282024255037,19,0.3697627258910064,0.3697627258910064
posebusters,7jxx_vp7,94,0.3331490208846165,0.18233654844639854,39,0.3194401144823691,0.18569263521013987,21,0.30772563833209277,0.30772563833209277,21,0.3066523442552123,0.3066523442552123
posebusters,7jy3_vud,93,4.7697536067476,1.4102893624247221,14,3.723649938221425,1.4004895589326538,14,3.797857588737929,1.334217111462806,14,3.789836870531256,1.3310202079261015
posebusters,7k0v_vqp,2,0.6529016740512336,0.6529016740512336,86,0.6650061678433418,0.49193194177101723,2,0.5103119514038758,0.5103119514038758,2,0.46623809360718915,0.46623809360718915
posebusters,7kb1_wbj,49,0.31009102085612605,0.31009102085612605,4,0.5594103498564769,0.3061388801072299,10,0.6047679740000712,0.45321248780894463,8,0.5059846620439228,0.3637811317674355
posebusters,7kc5_bjz,74,1.3043917455323903,1.3043917455323903,74,1.280759196041785,1.280759196041785,4,2.009274445675908,2.009274445675908,4,1.3828107560209726,1.3828107560209726
posebusters,7km8_wpd,58,1.7271430893750666,1.0429461286597361,83,0.9926191382797701,0.9154271562350071,31,1.2994461735207512,1.2522295018592124,31,1.2630359024175732,1.098335879356511
posebusters,7kqu_yof,29,0.6709597719780208,0.3216799761704276,1,2.064977860393445,0.5534187753376562,29,0.640607022887123,0.3964483457550019,17,1.1032556365614816,0.5670635137486211
posebusters,7kru_atp,35,0.35973470620291864,0.35973470620291864,35,0.33780857644026385,0.33780857644026385,35,0.3523040672057869,0.3523040672057869,35,0.35008015704423345,0.35008015704423345
posebusters,7kz9_xn7,95,1.00481267206664,0.7669708706896162,56,1.1958812008692723,0.8665024810259064,16,1.4249252912185646,0.7919514837304301,19,0.8929651241594517,0.8929651241594517
posebusters,7l00_xcj,82,1.8212065912472948,1.7280298788074442,27,1.3735975015906283,1.3735975015906283,26,1.9887577013343103,1.6577808831781127,10,1.479991444523494,1.479991444523494
posebusters,7l03_f9f,25,0.1966654909948423,0.1966654909948423,34,0.724841626691139,0.3223022957358822,34,0.7051927016340801,0.23195976470805102,34,0.7027947801501009,0.36297364230848894
posebusters,7l5f_xng,99,1.9305840853805492,1.6200308366644427,99,1.9572804352256938,1.706710389016278,16,1.5479299803732764,1.5479299803732764,16,1.5666893079301751,1.5666893079301751
posebusters,7l7c_xq1,40,0.6772614717541304,0.6772614717541304,40,0.6506060231272693,0.6506060231272693,13,1.2176706809297753,1.2176706809297753,13,1.1318244196299032,1.1318244196299032
posebusters,7lcu_xta,38,1.3729493733760758,1.2198290521929187,48,0.9199390838860761,0.9199390838860761,38,0.9882353679152116,0.9882353679152116,38,0.9731427642176226,0.9731427642176226
posebusters,7lev_0jo,37,0.6896566636766333,0.5419653312653928,81,0.7846426149252022,0.5595232403426192,14,0.3719375786896934,0.3719375786896934,14,0.39557693393672305,0.39557693393672305
posebusters,7ljn_gtp,73,4.3952031201911455,1.721113916168866,54,4.647567139666273,1.4783588254867615,11,4.671738351680897,1.6576484345455074,11,4.713217490782382,1.3968167807238543
posebusters,7lmo_nyo,12,1.0531615053170513,1.0531615053170513,12,1.0077778673213182,0.8720780541292498,12,0.968596165965126,0.968596165965126,12,0.8885771792913256,0.8885771792913256
posebusters,7loe_y84,18,0.20093528514662218,0.20093528514662218,18,0.461492968373196,0.461492968373196,18,0.18233004836869102,0.18233004836869102,18,0.43736058439174,0.43736058439174
posebusters,7lou_ifm,57,0.7247256429984907,0.2454860866273685,5,0.6352306111470974,0.4433913729700073,5,0.4840812496299313,0.29927958989078346,5,0.592654264483358,0.47231681789052854
posebusters,7lt0_onj,73,1.436633949963016,1.2788151464682795,32,1.3171192667753735,1.1236122793866632,32,1.3598935027750068,0.9255299520725097,32,1.3050406450949184,0.8413317755505579
posebusters,7lzd_yhy,99,0.8162214950026251,0.5565705134186995,58,0.7100636645247781,0.6051049344656698,19,0.8807759554229064,0.8807759554229064,19,0.889892916133496,0.889892916133496
posebusters,7m31_tdr,45,0.5053603869023838,0.47533197421905843,66,0.6426730530529527,0.6212068835047623,14,0.5270865531767083,0.5178207923542701,30,0.6281214579853643,0.6224184677175245
posebusters,7m3h_ypv,63,1.0078430602563686,1.0078430602563686,2,1.1230333762662073,0.9170728025685267,30,1.0345867746678739,1.0345867746678739,2,1.0305269721100732,1.0305269721100732
posebusters,7m6k_yrj,89,2.5411503219086033,1.900898453721597,0,1.6884227186961518,1.6884227186961518,5,1.7470934325443994,1.1019147544516432,23,0.9549182186721079,0.9549182186721079
posebusters,7mfp_z7p,28,2.082920260410087,2.0300820604111256,28,1.936344448424851,1.3077713445005117,28,2.0315175099106364,2.0315175099106364,28,1.936474792375283,1.3381112322141708
posebusters,7mgt_zd4,25,1.9109088414651216,1.2297134847207092,25,1.9681151011398428,0.866216221361614,1,1.0504682820552786,1.0439925893691488,13,1.448108182836086,0.889959877489564
posebusters,7mgy_zd1,36,1.3914642592518771,1.3914642592518771,69,1.1834991252360973,1.1834991252360973,36,1.3881754143093092,1.3881754143093092,31,1.611276382219042,1.1910591939702564
posebusters,7mmh_zjy,0,1.7318102624132432,1.7031710881459996,46,1.7582050809395506,1.6916284458496331,0,1.5211452334744373,1.5211452334744373,0,1.5018572632230116,1.5018572632230116
posebusters,7moi_hps,1,1.2398356876484173,0.2639185109240607,5,2.2082781916591006,0.2917995271411823,24,1.1460937466902021,0.5448233534965021,30,2.093546281251057,0.5000399816256167
posebusters,7msr_dca,3,1.5307721701392016,1.3136062340888448,67,1.3436980746038416,1.281449533547837,18,1.798140481718403,1.3736996681376274,3,1.6220672863017294,1.32123896658873
posebusters,7mwn_wi5,89,3.3305726422180353,1.338171016147891,88,1.0232592036199661,1.0232592036199661,21,1.9910906543573237,1.9910906543573237,21,1.939547438648576,1.939547438648576
posebusters,7mwu_zpm,73,0.2883776580505993,0.23892798129711265,45,0.5197143051233537,0.3154821660562421,39,0.5338649870475136,0.23546814536919528,39,0.5552097092589046,0.33062458782777254
posebusters,7my1_ipe,16,1.453134045762313,1.0659104718584196,27,1.9508921167980062,1.0459867342461557,16,1.4942720582013582,1.3237273266669245,16,1.4782544250668905,1.3291718303101896
posebusters,7myu_zr7,27,1.3749758355264774,0.7499237793367344,27,1.3745517400839586,0.5129313848473239,27,1.3094426494491493,0.6685741078896261,27,1.3495954799977568,0.4964079059269867
posebusters,7n03_zrp,21,1.3431658911154696,1.3431658911154696,21,1.3240599456891213,1.3240599456891213,21,1.2482659583149347,1.2482659583149347,21,1.2375172324315336,1.2375172324315336
posebusters,7n4n_0bk,39,1.5190062909239168,1.0007336120964858,44,1.598284925700395,0.9587674232694989,39,1.4947044035863541,1.1315044309897577,8,1.2238391665206536,1.1472060276969238
posebusters,7n4w_p4v,91,0.5337692676999166,0.5111536988448325,16,0.41596752594344555,0.3963120101212664,16,0.34999993973104626,0.34999993973104626,16,0.2984524420288021,0.2984524420288021
posebusters,7n6f_0i1,40,1.042162296214022,1.042162296214022,40,1.0542554557167192,0.9291913779412703,17,1.2918164141030124,1.2918164141030124,17,1.3138340363155374,1.3138340363155374
posebusters,7n7b_t3f,9,2.0700870876814284,1.5586727009349584,9,1.9595887380581622,1.2687198664737935,9,2.0992448793006178,1.7783348104049843,9,1.9851543846946604,1.7798973143461914
posebusters,7n7h_ctp,34,1.2401043620424157,1.2401043620424157,66,1.467814363707174,1.1834733506748467,34,1.3137339396001657,1.2301937937302498,0,1.1117469450906587,1.1117469450906587
posebusters,7nf0_byn,1,0.743357160485626,0.743357160485626,42,0.6545580128338501,0.6545580128338501,17,0.7187969353621528,0.7187969353621528,17,0.6644924369252071,0.6644924369252071
posebusters,7nf3_4lu,66,1.3839811506653223,0.9727058438141232,77,0.9828804331573581,0.9730350157321072,14,1.0154385791891716,0.9143011665925372,26,0.9033476532086107,0.9033476532086107
posebusters,7nfb_gen,13,0.23169611475228488,0.23169611475228488,1,0.5691981367969138,0.31951241611375986,39,0.219688138138933,0.219688138138933,1,0.4769349804628988,0.3141516954246888
posebusters,7ngw_uaw,5,0.5822199290942515,0.5806351191408436,34,0.6319593991595249,0.6097350537330004,34,0.5642382807531233,0.5642382807531233,7,0.905086855039746,0.6118204749296798
posebusters,7nlv_uje,49,0.9722682412059133,0.8289682489385489,15,1.0418158506988573,0.7462348222299547,31,1.076684103631439,0.8096141254112639,16,1.1560037834986243,0.8805175831064489
posebusters,7np6_uk8,63,0.40903589343838326,0.40903589343838326,63,0.2685217759616298,0.2685217759616298,22,0.7796876595818131,0.595644808016436,22,0.6415556714704053,0.5028827398233202
posebusters,7npl_ukz,70,0.3407902679893643,0.2837578413073546,70,0.33642666823757095,0.2889000720350809,36,0.2767692271305514,0.2767692271305514,25,0.4426536885873434,0.2929444723366524
posebusters,7nr8_uoe,61,1.764390082944447,1.3378952877989636,17,1.2444212315399468,1.1088482589459598,31,2.837755413030993,1.5216998456857669,17,1.2810851621322732,1.2810851621322732
posebusters,7nsw_hc4,26,0.1968463404817634,0.18286007465080234,26,0.2304394767213747,0.2197603501084677,26,0.18683140003688836,0.18683140003688836,26,0.2239582671819967,0.2239582671819967
posebusters,7nu0_dcl,52,2.0016171535609044,0.44823861929056635,24,0.8911901737713018,0.4704670805133093,24,0.9327667295269225,0.45997182903649697,24,0.9656141488179328,0.4006383298487418
posebusters,7nut_glp,77,0.8893088552546025,0.8893088552546025,53,2.3169543774579022,1.2256101204157128,23,1.274320330428732,1.165250256063797,34,2.324484975980173,1.3117832786564716
posebusters,7nxo_uu8,92,2.002422260727854,1.4677222256283702,70,1.4558093493084363,1.4558093493084363,6,1.7309944132190773,1.7309944132190773,6,1.693741237757842,1.693741237757842
posebusters,7o0n_cdp,35,0.6468428955084164,0.23216930103001016,31,0.6768619312102991,0.31655443491028445,31,0.6200407556973438,0.3907534842934671,31,0.6784883378343564,0.3917908045555232
posebusters,7o1t_5x8,13,1.144738881495737,0.7966614832161835,13,1.1469627197401413,0.7565747830145606,2,0.93474508662826,0.93474508662826,13,1.162094785408129,0.9068882215695825
posebusters,7ody_dgi,47,1.0126961904895178,0.8503919883991362,32,1.9803091599062428,0.8225698114692901,4,1.0864677198686847,0.8491624014758108,4,1.0959451206146855,0.8440482794619342
posebusters,7oeo_v9z,58,1.2890090313073184,1.2890090313073184,58,1.2326741132123638,1.2326741132123638,38,1.4205619965584606,1.4205619965584606,9,2.4955503798759056,1.358864748196532
posebusters,7off_vcb,11,0.9904490360100753,0.9558369824112442,8,0.7296887020932237,0.6476559800383354,11,0.8115607910082073,0.6584702069154159,8,0.5884806779669041,0.5884806779669041
posebusters,7ofk_vch,62,1.4835483005952426,1.2202373904207473,48,0.9599914970126934,0.9599914970126934,6,1.6557940217564886,1.2270683397212367,16,1.424262027106612,1.2525871317741988
posebusters,7oli_8hg,43,0.7289598234158572,0.3852421478579806,0,0.2981268953099596,0.2981268953099596,0,0.3531909332196008,0.3531909332196008,0,0.3263939359195126,0.3263939359195126
posebusters,7omx_cna,80,2.1495730820257295,2.146315356790036,62,1.934367939720453,1.934367939720453,6,2.1797349042514864,2.1797349042514864,6,2.3668408680654247,2.3035796035447613
posebusters,7op9_06k,42,4.466210144077034,0.3624224093640845,30,2.923077318593861,0.29389888976357914,30,2.870914735071316,0.8824041975366639,30,2.7912425527755946,0.7660987349849098
posebusters,7opg_06n,31,0.41101881257150263,0.41101881257150263,31,0.41951141025643157,0.41951141025643157,31,0.44017843010781227,0.3487360082087552,31,0.4543200288239604,0.43814827436158954
posebusters,7oso_0v1,60,3.350351221968971,0.8868318017773424,96,1.5078865575758993,0.9142212802935227,21,1.9561799720596258,0.7213120477384388,36,3.8674856227243595,0.7549353016740016
posebusters,7oz9_ngk,95,2.287376230258852,1.4891636080854833,62,1.9413093282714051,1.5849802846140955,33,2.268960305098043,1.493226861538446,7,1.590814049804191,1.5645402552545895
posebusters,7ozc_g6s,56,0.9599622255214091,0.9599622255214091,66,0.9828539989841464,0.9828539989841464,34,0.8655020689731732,0.8655020689731732,7,1.3139046909335346,0.8673042116519428
posebusters,7p1f_kfn,96,0.9581394137704097,0.9581394137704097,96,1.0149911209052254,1.0149911209052254,14,0.8947779161170979,0.8947779161170979,33,1.0338686549348122,0.9296677456444972
posebusters,7p1m_4iu,81,1.3412837082139144,1.3412837082139144,77,1.4320297843307603,1.4320297843307603,29,2.2961844520764543,1.3125294480852387,23,8.287913679975787,1.3167312656200658
posebusters,7p2i_mfu,79,0.49039437302763295,0.40378589357696704,79,0.5326831352813838,0.3805985197573806,25,0.3659906250495245,0.3659906250495245,25,0.40435620941539163,0.40435620941539163
posebusters,7p4c_5ov,92,0.430537934124813,0.32604434616924205,75,0.6837449930275998,0.29384297026525513,33,0.31271009625329516,0.31271009625329516,16,0.6257614436515891,0.3158664525311238
posebusters,7p5t_5yg,96,1.190407600962819,0.6441522886416247,36,0.7234683219361279,0.7234683219361279,36,0.6124726123551472,0.6124726123551472,36,0.6987147069379119,0.6987147069379119
posebusters,7pgx_fmn,3,2.3219528768680386,1.0819242089425922,83,1.2169737339901499,0.9937153563995561,3,2.286459407456665,1.1776188627940543,1,2.730169220425385,1.1710417093777454
posebusters,7pih_7qw,57,1.8180221772587217,0.4136577659532151,74,1.4709068465711281,0.41472499239019717,9,1.5417027984911014,1.0755751912945775,36,1.5428263780001912,1.0945885500793313
posebusters,7pjq_owh,92,0.5431694771169154,0.3877963488710765,11,0.36425192080578234,0.3583605166106385,11,0.36866308511299295,0.36866308511299295,11,0.34006093910660434,0.34006093910660434
posebusters,7pk0_byc,60,4.6471596404525535,1.7840841783241812,64,1.7258784834790857,1.7258784834790857,20,2.317267001250177,2.317267001250177,20,2.302033145631079,2.180855292256451
posebusters,7pl1_sfg,0,0.9926646187304001,0.6073379909687056,92,0.37935735083075295,0.37935735083075295,0,0.9322170075280317,0.5831371201470327,9,0.552496656530507,0.5451984913689879
posebusters,7pom_7vz,62,0.9395748482862293,0.9216315072078175,53,0.8789389773693056,0.8099152875517497,8,0.8731397751717995,0.8731397751717995,8,0.8935461640397924,0.8935461640397924
posebusters,7pri_7ti,69,5.026548132554209,0.6348493322943036,69,5.012664951308603,0.5070989175093609,14,3.4763385705675076,1.4802882652421536,36,3.436234524327007,1.2669432503245674
posebusters,7prm_81i,68,0.45275615767753963,0.45275615767753963,89,0.6471122825097582,0.4320194200570356,35,1.2031887541409836,0.8662844291352265,35,1.0254043250682303,0.6515071095177668
posebusters,7pt3_3kk,3,3.169643832448368,2.8279816325627394,73,4.5362127182102805,2.591113346964561,3,2.979676523917263,2.979676523917263,15,4.897967141443926,2.821553273039336
posebusters,7puv_84z,79,1.3574114428441058,0.895243507627867,79,1.2872656270826464,0.8722314553643307,26,1.866965168660508,1.2097988617157693,17,1.3693852740652717,0.9059934532384729
posebusters,7q25_8j9,32,1.2326724258407615,1.2326724258407615,32,1.2763755550652125,1.2763755550652125,32,1.0384503383414978,1.0384503383414978,32,1.004455379899241,1.004455379899241
posebusters,7q27_8kc,45,9.628102809848738,1.699981692590811,45,9.716893307956937,1.7808781857557914,8,2.225840733918323,2.225840733918323,8,2.1249530426567143,2.1249530426567143
posebusters,7q2b_m6h,11,1.297632357978708,0.7719560283668223,71,0.8018705068002935,0.6465135286408491,33,1.216502901031329,0.8249116092291008,33,1.1853812268974209,0.8014178080978801
posebusters,7q5i_i0f,4,0.9388364934882472,0.6865312857733424,6,0.6337082689620769,0.6337082689620769,4,0.9069763141059686,0.6890240952038413,6,0.6449513770604985,0.6449513770604985
posebusters,7qe4_nga,75,0.9991968992049827,0.9991968992049827,69,1.5775805405822538,1.0376649276655907,29,1.3442479673703278,1.0040709303616453,33,4.899220639112733,1.0091098937777294
posebusters,7qf4_rbf,59,1.163189834744597,1.0669247387206064,95,0.9607637305561268,0.8955726599862943,18,1.111249064941566,1.0155400406004746,16,1.2056454558764873,0.9622885788222639
posebusters,7qfm_ay3,16,0.668002408443075,0.20852331764525933,16,0.6691593212313962,0.21266290337727606,16,0.6008614096341891,0.21980548176499404,16,0.604628841646269,0.23077874415002506
posebusters,7qgp_dj8,74,0.7012299912062118,0.5825075268193949,74,0.7294122847706743,0.5921590539806759,33,0.6753426229075761,0.5810264759094181,33,0.6772308847212161,0.5781933458340808
posebusters,7qhg_t3b,13,1.3427456773420796,1.3427456773420796,13,1.273598758820866,1.273598758820866,13,1.2295283682283362,1.2011773590049855,19,1.1978897225732847,1.1933187764314213
posebusters,7qhl_d5p,2,0.975281993974009,0.9362230523358751,2,0.9372725908188947,0.886875000865895,2,1.058925251957369,1.0447214179976667,2,1.0381182238660513,1.026997820160601
posebusters,7qpp_vdx,2,1.7926427457199503,1.0592506070303245,16,1.0911567097862482,1.0911567097862482,2,1.8008409079657013,1.0716479162337664,2,1.8069679201848492,1.1004004530939107
posebusters,7qta_uri,37,1.38282099698552,1.163766244193533,87,1.149044423672724,1.149044423672724,37,1.3220815690314458,1.3220815690314458,36,2.873329194214469,1.4217460918313487
posebusters,7r3d_apr,32,1.3309131878823433,1.2850344811812522,9,0.9059754147356986,0.9059754147356986,32,1.1790592472908892,1.1197649793147002,32,1.1491743499031202,0.7911860143948595
posebusters,7r59_i5f,57,0.2780788695850717,0.25444979589569894,70,0.4055435826591577,0.26146310742673795,10,0.2721203273964288,0.2666707710457785,10,0.2641646325305961,0.2629675368690997
posebusters,7r6j_2i7,56,4.397343501128164,1.785403313773154,22,3.86221057992113,1.7876767769535014,14,2.276903336297463,1.9787464835469648,21,2.516652687294273,1.9993019373237828
posebusters,7r7r_awj,97,1.1268782007457778,1.1268782007457778,74,1.3066456971275218,1.0133545654225624,18,1.9189982438477824,1.8950128911714748,34,3.6014167970087434,1.8665279520421547
posebusters,7r9n_f97,36,0.7047239604387195,0.7047239604387195,60,0.930436156061877,0.625916432957836,36,0.6429401297492611,0.6429401297492611,29,1.0509451840023685,0.5881064217886983
posebusters,7rc3_sah,38,0.7417811487978176,0.7259036359033498,94,0.8437535905203927,0.6740623111677493,38,0.7517610364131162,0.7517610364131162,33,0.9911311784999391,0.7578460066124073
posebusters,7rh3_59o,84,2.2928401473533935,1.7270038036415605,89,5.434560775024703,1.8102796990527834,28,1.3582570890165582,1.3582570890165582,10,6.055395412367151,1.4435904984493366
posebusters,7rkw_5tv,53,4.464516149239537,1.2007628623276887,53,4.618963246211316,1.1196487298616613,14,2.9021455574501815,1.175584694854681,18,1.193869553496784,1.193869553496784
posebusters,7rni_60i,19,3.631283181785902,2.9114067265896977,65,9.168506295050646,2.693333473641707,19,3.499793227906002,2.45142171196141,11,2.4847434774813557,2.4847434774813557
posebusters,7ror_69x,20,0.8443440089809784,0.7740373140907365,20,0.6932308018499402,0.5236033992001718,13,0.6887150207972674,0.6887150207972674,13,0.6627299677880208,0.6174759350644611
posebusters,7rou_66i,86,1.274039113102216,1.274039113102216,92,1.7278643063865522,1.2356264315512338,20,1.7076395017881432,1.348695371248047,20,1.579066754668508,1.197976952185933
posebusters,7rsv_7iq,42,0.504136112559829,0.504136112559829,51,0.44927387871180785,0.44927387871180785,11,1.5038894321453513,0.751244021367783,28,0.6080473018853512,0.6080473018853512
posebusters,7rws_4ur,54,3.0438959582950558,1.935681492556932,62,3.942747125872832,1.8692082576008902,25,2.85128138191504,1.8518762818983285,4,9.488233983040244,1.847783655039595
posebusters,7rzl_npo,53,0.5614001394839327,0.4762786286977846,21,1.3023700798912408,1.0367676879068797,26,0.8413671427323991,0.4596111200241487,26,1.0770731181937168,1.0722200858031363
posebusters,7scw_gsp,81,0.7937762401641578,0.5947898177632934,61,1.0453390063049828,0.574407190125575,10,0.6518264843332082,0.6518264843332082,23,0.5564121096622303,0.5564121096622303
posebusters,7sdd_4ip,11,3.963031528787395,1.1300911952303625,11,4.261656248773322,1.1268052980677294,11,4.082596020919452,1.228827227314294,11,4.194267495745362,1.2655875040965376
posebusters,7sfo_98l,99,0.561114258407629,0.561114258407629,99,0.5218101907977101,0.5218101907977101,5,1.198392920925754,1.198392920925754,5,1.4767819648743448,1.4767819648743448
posebusters,7siu_9id,85,0.5613454232806555,0.4418951728281437,85,0.5188745821442241,0.32605122332170544,32,1.355905590773937,0.7381733780217731,32,1.4009625606756937,0.6582396202031433
posebusters,7suc_com,61,1.089454076156612,0.4919277381655736,99,1.6351184301222823,0.6700438742458005,19,0.7650534347522545,0.5189040481923265,10,0.9334224845332955,0.6639735371384047
posebusters,7sza_dui,95,0.4349021836646258,0.4349021836646258,95,0.37072247299232164,0.37072247299232164,26,0.6814992494125164,0.6814992494125164,26,0.5239853284333895,0.5239853284333895
posebusters,7t0d_fpp,30,1.354189198956962,1.1963071599695188,9,1.119463057557776,1.119463057557776,30,1.3954421181146932,1.205286993383371,9,1.1706585607371691,1.064771068092651
posebusters,7t1d_e7k,79,0.9328355053010962,0.9328355053010962,23,1.6137135821658686,0.8646934548030366,23,1.5281847114165885,1.3414416039475232,3,1.5672029041236142,1.194122622568891
posebusters,7t3e_slb,97,1.1597265518966198,1.1597265518966198,47,3.9781510970062737,1.2410829328427226,28,4.257859370295417,1.3911346079318097,12,1.5295896908977984,1.5014534256960717
posebusters,7tb0_ud1,22,2.0860431193595264,1.686155873087207,24,1.67030542368328,1.67030542368328,11,3.026511296051798,1.705394058916302,24,1.6262954343669276,1.6262954343669276
posebusters,7tbu_s3p,12,0.947372052987168,0.9432560862397933,10,1.0848656280947673,0.8775691953440347,4,1.0645910998809078,0.9555435020063169,32,1.1334417571856064,0.9397782517369867
posebusters,7te8_p0t,32,1.2003975300974707,0.761383809846498,32,1.2102990725911313,0.7909219543356713,32,1.2268017631392742,0.9454649799007521,32,1.236154022876454,0.8041022674964344
posebusters,7th4_ffo,67,1.147774534565137,1.147774534565137,51,1.557626592233498,1.0142218222597115,7,1.747390854139947,1.747390854139947,7,1.7283984871372546,1.7094569527315007
posebusters,7thi_pga,28,0.8619705864329729,0.33354827268154524,88,0.89596335702597,0.3917868735342006,28,0.6190717167571536,0.48170772434798254,37,0.6784935946034109,0.5394176634842086
posebusters,7tm6_gpj,29,0.36119856601330375,0.36119856601330375,32,0.8090359714401262,0.18521344677339324,29,0.33989549005386516,0.33989549005386516,18,0.26182331987812224,0.26182331987812224
posebusters,7tom_5ad,87,0.7809383360931768,0.7203764628813224,82,0.7210513262966063,0.7210513262966063,9,0.8042471658110709,0.8042471658110709,27,0.7820828771854436,0.7769622039615615
posebusters,7ts6_kmi,93,1.0753964320767349,0.6133274146524725,28,1.1487317437823215,0.7401896593271912,38,0.6635197939452573,0.5764488218470206,28,1.1732822211785887,0.7192980636594094
posebusters,7tsf_h4b,28,0.8146918396912461,0.7373567404339718,60,0.9089845533367801,0.9089845533367801,28,0.7289797348735862,0.5706031993482522,28,1.004043317504614,0.8593314076389337
posebusters,7tuo_kl9,10,1.833858941183802,0.8147629265181066,29,0.8031116083834712,0.8031116083834712,10,1.8030766344170954,0.7939975109247961,29,0.7999071088587072,0.7999071088587072
posebusters,7txk_lw8,89,0.5171023187032158,0.5171023187032158,89,0.5078658781506415,0.5078658781506415,21,0.3589195147704548,0.3589195147704548,21,0.35080053940007583,0.35080053940007583
posebusters,7typ_kur,21,0.7546674316486234,0.7546674316486234,21,0.7688073573842422,0.7688073573842422,21,0.7226891027387692,0.7226891027387692,21,0.738304286028845,0.738304286028845
posebusters,7u0u_fk5,14,4.010442782792616,3.463408416884655,31,5.074472019255721,3.4145019974381805,31,5.121645177721594,3.5054828226028465,3,6.783742270235143,3.440578164330772
posebusters,7u3j_l6u,75,1.7464937509285159,1.617078446563064,64,1.575387159048678,1.575387159048678,25,1.7226173067136232,1.6933382224990776,25,1.5260678964282655,1.5015156499531002
posebusters,7uas_mbu,76,1.4431112379308373,1.4431112379308373,76,1.3632814978504986,1.3632814978504986,20,1.7076233778680106,1.7076233778680106,20,1.6838822210040185,1.6838822210040185
posebusters,7uaw_mf6,19,1.3180678126119216,1.1225163435166199,64,1.3060525113600074,1.3060525113600074,19,1.2602135485450237,1.2602135485450237,19,1.3268827189876393,1.3268827189876393
posebusters,7uj4_oq4,93,2.1778419064653356,2.081874553274877,94,1.6947175929941765,1.6947175929941765,30,2.0393582146888156,2.0393582146888156,30,2.0199326550886263,2.0199326550886263
posebusters,7uj5_dgl,63,0.33272586243649804,0.33272586243649804,4,0.3365558774647694,0.3365558774647694,4,0.24300147924422644,0.24300147924422644,5,0.34741381022913315,0.2883199863735526
posebusters,7ujf_r3v,95,1.1343786209359767,0.4963564205061918,74,1.2381109588717791,0.5054700155999186,22,1.452123412874702,0.8215482963686689,39,1.1781461443580368,0.8223444448359576
posebusters,7ulc_56b,77,1.2688654121491634,0.8404718989063213,77,1.2514768478320766,0.7488756426129114,17,0.8853563857106569,0.7402699332875992,17,0.8190070316762132,0.7523685397514018
posebusters,7umw_nad,98,0.8402444405793221,0.8402444405793221,98,0.7876049525942577,0.7876049525942577,32,1.7227281731581827,1.1122780467964517,32,1.6961258519563318,1.0393258174822908
posebusters,7uq3_o2u,80,0.7038346506788496,0.3676880930260086,97,0.6392042435100793,0.3101234457876137,22,0.7911298471558756,0.433062058196561,22,0.6226489146507427,0.37035895401194013
